,State,Area,MedianIncome2016,Year,UnemploymentRate,Region
22100,NC,Wake County,,2008,4.6,South
22101,NC,Wake County,,2009,8.3,South
22102,NC,Wake County,,2010,8.3,South
22103,NC,Wake County,,2011,7.9,South
22104,NC,Wake County,,2012,7.1,South
22105,NC,Wake County,,2013,6.0,South
22106,NC,Wake County,,2014,4.9,South
22107,NC,Wake County,,2015,5.0,South
22108,NC,Wake County,39686.0,2016,4.3,South
22109,NC,Wake County,,2017,3.9,South
22110,NC,Warren County,,2007,6.2,South
22111,NC,Warren County,,2008,8.4,South
22112,NC,Warren County,,2009,13.2,South
22113,NC,Warren County,,2010,13.7,South
22114,NC,Warren County,,2011,14.0,South
22115,NC,Warren County,,2012,12.4,South
22116,NC,Warren County,,2013,11.0,South
22117,NC,Warren County,,2014,8.9,South
22118,NC,Warren County,,2015,8.0,South
22119,NC,Warren County,61898.0,2016,7.3,South
22120,NC,Warren County,,2017,6.9,South
22121,NC,Washington County,,2007,6.4,South
22122,NC,Washington County,,2008,7.6,South
22123,NC,Washington County,,2009,11.8,South
22124,NC,Washington County,,2010,14.3,South
22125,NC,Washington County,,2011,16.9,South
22126,NC,Washington County,,2012,15.3,South
22127,NC,Washington County,,2013,12.5,South
22128,NC,Washington County,,2014,9.6,South
22129,NC,Washington County,,2015,9.0,South
22130,NC,Washington County,48596.0,2016,7.4,South
22131,NC,Washington County,,2017,6.8,South
22132,NC,Watauga County,,2007,3.4,South
22133,NC,Watauga County,,2008,4.7,South
22134,NC,Watauga County,,2009,7.9,South
22135,NC,Watauga County,,2010,7.8,South
22136,NC,Watauga County,,2011,7.9,South
22137,NC,Watauga County,,2012,7.4,South
22138,NC,Watauga County,,2013,6.4,South
22139,NC,Watauga County,,2014,5.2,South
22140,NC,Watauga County,,2015,5.0,South
22141,NC,Watauga County,53704.0,2016,4.5,South
22142,NC,Watauga County,,2017,4.1,South
22143,NC,Wayne County,,2007,4.5,South
22144,NC,Wayne County,,2008,5.7,South
22145,NC,Wayne County,,2009,8.8,South
22146,NC,Wayne County,,2010,9.2,South
22147,NC,Wayne County,,2011,9.0,South
22148,NC,Wayne County,,2012,8.5,South
22149,NC,Wayne County,,2013,7.8,South
22150,NC,Wayne County,,2014,6.4,South
22151,NC,Wayne County,,2015,6.0,South
22152,NC,Wayne County,40787.0,2016,5.8,South
22153,NC,Wayne County,,2017,5.1,South
22154,NC,Wilkes County,,2007,5.4,South
22155,NC,Wilkes County,,2008,7.5,South
22156,NC,Wilkes County,,2009,12.7,South
22157,NC,Wilkes County,,2010,13.4,South
22158,NC,Wilkes County,,2011,11.8,South
22159,NC,Wilkes County,,2012,10.4,South
22160,NC,Wilkes County,,2013,8.9,South
22161,NC,Wilkes County,,2014,6.6,South
22162,NC,Wilkes County,,2015,6.0,South
22163,NC,Wilkes County,71697.0,2016,4.8,South
22164,NC,Wilkes County,,2017,4.3,South
22165,NC,Wilson County,,2007,6.3,South
22166,NC,Wilson County,,2008,7.7,South
22167,NC,Wilson County,,2009,12.6,South
22168,NC,Wilson County,,2010,13.9,South
22169,NC,Wilson County,,2011,13.9,South
22170,NC,Wilson County,,2012,13.0,South
22171,NC,Wilson County,,2013,11.8,South
22172,NC,Wilson County,,2014,9.5,South
22173,NC,Wilson County,,2015,10.0,South
22174,NC,Wilson County,54444.0,2016,8.1,South
22175,NC,Wilson County,,2017,7.3,South
22176,NC,Yadkin County,,2007,4.3,South
22177,NC,Yadkin County,,2008,5.6,South
22178,NC,Yadkin County,,2009,10.4,South
22179,NC,Yadkin County,,2010,11.0,South
22180,NC,Yadkin County,,2011,10.3,South
22181,NC,Yadkin County,,2012,9.2,South
22182,NC,Yadkin County,,2013,7.7,South
22183,NC,Yadkin County,,2014,5.7,South
22184,NC,Yadkin County,,2015,5.0,South
22185,NC,Yadkin County,59668.0,2016,4.4,South
22186,NC,Yadkin County,,2017,4.0,South
22187,NC,Yancey County,,2007,5.8,South
22188,NC,Yancey County,,2008,7.6,South
22189,NC,Yancey County,,2009,11.9,South
22190,NC,Yancey County,,2010,11.9,South
22191,NC,Yancey County,,2011,11.3,South
22192,NC,Yancey County,,2012,10.7,South
22193,NC,Yancey County,,2013,9.5,South
22194,NC,Yancey County,,2014,6.8,South
22195,NC,Yancey County,,2015,6.0,South
22196,NC,Yancey County,63787.0,2016,5.2,South
22197,NC,Yancey County,,2017,4.6,South
22198,ND,North Dakota,,2007,3.1,Midwest
22199,ND,North Dakota,,2008,3.2,Midwest
22200,ND,North Dakota,,2009,4.1,Midwest
22201,ND,North Dakota,,2010,3.8,Midwest
22202,ND,North Dakota,,2011,3.5,Midwest
22203,ND,North Dakota,,2012,3.1,Midwest
22204,ND,North Dakota,,2013,2.9,Midwest
22205,ND,North Dakota,,2014,2.7,Midwest
22206,ND,North Dakota,,2015,3.0,Midwest
22207,ND,North Dakota,66406.0,2016,3.1,Midwest
22208,ND,North Dakota,,2017,2.6,Midwest
22209,ND,Adams County,,2007,2.5,Midwest
22210,ND,Adams County,,2008,2.4,Midwest
22211,ND,Adams County,,2009,3.2,Midwest
22212,ND,Adams County,,2010,2.9,Midwest
22213,ND,Adams County,,2011,2.8,Midwest
22214,ND,Adams County,,2012,2.9,Midwest
22215,ND,Adams County,,2013,2.5,Midwest
22216,ND,Adams County,,2014,2.7,Midwest
22217,ND,Adams County,,2015,3.0,Midwest
22218,ND,Adams County,59711.0,2016,2.5,Midwest
22219,ND,Adams County,,2017,2.4,Midwest
22220,ND,Barnes County,,2007,3.1,Midwest
22221,ND,Barnes County,,2008,2.9,Midwest
22222,ND,Barnes County,,2009,4.3,Midwest
22223,ND,Barnes County,,2010,4.5,Midwest
22224,ND,Barnes County,,2011,3.9,Midwest
22225,ND,Barnes County,,2012,3.4,Midwest
22226,ND,Barnes County,,2013,3.2,Midwest
22227,ND,Barnes County,,2014,3.1,Midwest
22228,ND,Barnes County,,2015,3.0,Midwest
22229,ND,Barnes County,52880.0,2016,3.2,Midwest
22230,ND,Barnes County,,2017,2.7,Midwest
22231,ND,Benson County,,2007,6.6,Midwest
22232,ND,Benson County,,2008,6.4,Midwest
22233,ND,Benson County,,2009,6.0,Midwest
22234,ND,Benson County,,2010,5.4,Midwest
22235,ND,Benson County,,2011,6.0,Midwest
22236,ND,Benson County,,2012,7.0,Midwest
22237,ND,Benson County,,2013,7.6,Midwest
22238,ND,Benson County,,2014,6.5,Midwest
22239,ND,Benson County,,2015,5.0,Midwest
22240,ND,Benson County,54044.0,2016,4.0,Midwest
22241,ND,Benson County,,2017,3.5,Midwest
22242,ND,Billings County,,2007,2.6,Midwest
22243,ND,Billings County,,2008,2.1,Midwest
22244,ND,Billings County,,2009,2.5,Midwest
22245,ND,Billings County,,2010,3.3,Midwest
22246,ND,Billings County,,2011,3.9,Midwest
22247,ND,Billings County,,2012,3.4,Midwest
22248,ND,Billings County,,2013,2.9,Midwest
22249,ND,Billings County,,2014,2.9,Midwest
22250,ND,Billings County,,2015,3.0,Midwest
22251,ND,Billings County,60315.0,2016,3.0,Midwest
22252,ND,Billings County,,2017,3.0,Midwest
22253,ND,Bottineau County,,2007,3.6,Midwest
22254,ND,Bottineau County,,2008,3.2,Midwest
22255,ND,Bottineau County,,2009,3.8,Midwest
22256,ND,Bottineau County,,2010,4.0,Midwest
22257,ND,Bottineau County,,2011,3.8,Midwest
22258,ND,Bottineau County,,2012,3.4,Midwest
22259,ND,Bottineau County,,2013,3.9,Midwest
22260,ND,Bottineau County,,2014,3.4,Midwest
22261,ND,Bottineau County,,2015,4.0,Midwest
22262,ND,Bottineau County,67375.0,2016,4.6,Midwest
22263,ND,Bottineau County,,2017,3.3,Midwest
22264,ND,Bowman County,,2007,2.0,Midwest
22265,ND,Bowman County,,2008,2.1,Midwest
22266,ND,Bowman County,,2009,3.0,Midwest
22267,ND,Bowman County,,2010,2.6,Midwest
22268,ND,Bowman County,,2011,2.2,Midwest
22269,ND,Bowman County,,2012,1.8,Midwest
22270,ND,Bowman County,,2013,2.0,Midwest
22271,ND,Bowman County,,2014,1.8,Midwest
22272,ND,Bowman County,,2015,2.0,Midwest
22273,ND,Bowman County,55196.0,2016,2.2,Midwest
22274,ND,Bowman County,,2017,1.7,Midwest
22275,ND,Burke County,,2007,2.6,Midwest
22276,ND,Burke County,,2008,2.4,Midwest
22277,ND,Burke County,,2009,3.2,Midwest
22278,ND,Burke County,,2010,2.7,Midwest
22279,ND,Burke County,,2011,2.3,Midwest
22280,ND,Burke County,,2012,2.0,Midwest
22281,ND,Burke County,,2013,2.2,Midwest
22282,ND,Burke County,,2014,2.5,Midwest
22283,ND,Burke County,,2015,3.0,Midwest
22284,ND,Burke County,44646.0,2016,4.5,Midwest
22285,ND,Burke County,,2017,3.1,Midwest
22286,ND,Burleigh County,,2007,2.7,Midwest
22287,ND,Burleigh County,,2008,2.8,Midwest
22288,ND,Burleigh County,,2009,3.5,Midwest
22289,ND,Burleigh County,,2010,3.6,Midwest
22290,ND,Burleigh County,,2011,3.3,Midwest
22291,ND,Burleigh County,,2012,2.8,Midwest
22292,ND,Burleigh County,,2013,2.5,Midwest
22293,ND,Burleigh County,,2014,2.4,Midwest
22294,ND,Burleigh County,,2015,2.0,Midwest
22295,ND,Burleigh County,54218.0,2016,2.6,Midwest
22296,ND,Burleigh County,,2017,2.4,Midwest
22297,ND,Cass County,,2007,2.6,Midwest
22298,ND,Cass County,,2008,2.7,Midwest
22299,ND,Cass County,,2009,4.1,Midwest
22300,ND,Cass County,,2010,3.5,Midwest
22301,ND,Cass County,,2011,3.3,Midwest
22302,ND,Cass County,,2012,2.9,Midwest
22303,ND,Cass County,,2013,2.8,Midwest
22304,ND,Cass County,,2014,2.4,Midwest
22305,ND,Cass County,,2015,2.0,Midwest
22306,ND,Cass County,56795.0,2016,2.2,Midwest
22307,ND,Cass County,,2017,2.1,Midwest
22308,ND,Cavalier County,,2007,3.0,Midwest
22309,ND,Cavalier County,,2008,3.1,Midwest
22310,ND,Cavalier County,,2009,3.4,Midwest
22311,ND,Cavalier County,,2010,3.1,Midwest
22312,ND,Cavalier County,,2011,3.0,Midwest
22313,ND,Cavalier County,,2012,3.2,Midwest
22314,ND,Cavalier County,,2013,3.3,Midwest
22315,ND,Cavalier County,,2014,2.9,Midwest
22316,ND,Cavalier County,,2015,3.0,Midwest
22317,ND,Cavalier County,51820.0,2016,2.6,Midwest
22318,ND,Cavalier County,,2017,2.6,Midwest
22319,ND,Dickey County,,2007,2.7,Midwest
22320,ND,Dickey County,,2008,3.0,Midwest
22321,ND,Dickey County,,2009,5.2,Midwest
22322,ND,Dickey County,,2010,3.2,Midwest
22323,ND,Dickey County,,2011,2.9,Midwest
22324,ND,Dickey County,,2012,2.7,Midwest
22325,ND,Dickey County,,2013,2.3,Midwest
22326,ND,Dickey County,,2014,2.0,Midwest
22327,ND,Dickey County,,2015,2.0,Midwest
22328,ND,Dickey County,39822.0,2016,1.9,Midwest
22329,ND,Dickey County,,2017,1.8,Midwest
22330,ND,Divide County,,2007,3.3,Midwest
22331,ND,Divide County,,2008,3.2,Midwest
22332,ND,Divide County,,2009,3.6,Midwest
22333,ND,Divide County,,2010,2.1,Midwest
22334,ND,Divide County,,2011,1.8,Midwest
22335,ND,Divide County,,2012,1.5,Midwest
22336,ND,Divide County,,2013,1.4,Midwest
22337,ND,Divide County,,2014,1.5,Midwest
22338,ND,Divide County,,2015,2.0,Midwest
22339,ND,Divide County,49350.0,2016,2.6,Midwest
22340,ND,Divide County,,2017,1.7,Midwest
22341,ND,Dunn County,,2007,3.8,Midwest
22342,ND,Dunn County,,2008,3.2,Midwest
22343,ND,Dunn County,,2009,4.2,Midwest
22344,ND,Dunn County,,2010,3.2,Midwest
22345,ND,Dunn County,,2011,2.1,Midwest
22346,ND,Dunn County,,2012,1.6,Midwest
22347,ND,Dunn County,,2013,1.4,Midwest
22348,ND,Dunn County,,2014,1.3,Midwest
22349,ND,Dunn County,,2015,2.0,Midwest
22350,ND,Dunn County,50158.0,2016,3.1,Midwest
22351,ND,Dunn County,,2017,2.1,Midwest
22352,ND,Eddy County,,2007,5.5,Midwest
22353,ND,Eddy County,,2008,5.6,Midwest
22354,ND,Eddy County,,2009,5.3,Midwest
22355,ND,Eddy County,,2010,4.8,Midwest
22356,ND,Eddy County,,2011,4.9,Midwest
22357,ND,Eddy County,,2012,5.1,Midwest
22358,ND,Eddy County,,2013,6.0,Midwest
22359,ND,Eddy County,,2014,5.6,Midwest
22360,ND,Eddy County,,2015,5.0,Midwest
22361,ND,Eddy County,47914.0,2016,4.3,Midwest
22362,ND,Eddy County,,2017,4.6,Midwest
22363,ND,Emmons County,,2007,5.2,Midwest
22364,ND,Emmons County,,2008,4.9,Midwest
22365,ND,Emmons County,,2009,6.7,Midwest
22366,ND,Emmons County,,2010,6.9,Midwest
22367,ND,Emmons County,,2011,6.0,Midwest
22368,ND,Emmons County,,2012,5.4,Midwest
22369,ND,Emmons County,,2013,5.3,Midwest
22370,ND,Emmons County,,2014,5.6,Midwest
22371,ND,Emmons County,,2015,5.0,Midwest
22372,ND,Emmons County,52563.0,2016,4.3,Midwest
22373,ND,Emmons County,,2017,4.0,Midwest
22374,ND,Foster County,,2007,3.4,Midwest
22375,ND,Foster County,,2008,3.0,Midwest
22376,ND,Foster County,,2009,3.6,Midwest
22377,ND,Foster County,,2010,3.4,Midwest
22378,ND,Foster County,,2011,3.2,Midwest
22379,ND,Foster County,,2012,3.1,Midwest
22380,ND,Foster County,,2013,3.4,Midwest
22381,ND,Foster County,,2014,3.1,Midwest
22382,ND,Foster County,,2015,3.0,Midwest
22383,ND,Foster County,50841.0,2016,3.0,Midwest
22384,ND,Foster County,,2017,2.4,Midwest
22385,ND,Golden Valley County,,2007,2.7,Midwest
22386,ND,Golden Valley County,,2008,2.8,Midwest
22387,ND,Golden Valley County,,2009,3.5,Midwest
22388,ND,Golden Valley County,,2010,2.6,Midwest
22389,ND,Golden Valley County,,2011,2.4,Midwest
22390,ND,Golden Valley County,,2012,2.4,Midwest
22391,ND,Golden Valley County,,2013,2.3,Midwest
22392,ND,Golden Valley County,,2014,2.0,Midwest
22393,ND,Golden Valley County,,2015,2.0,Midwest
22394,ND,Golden Valley County,53719.0,2016,2.7,Midwest
22395,ND,Golden Valley County,,2017,2.0,Midwest
22396,ND,Grand Forks County,,2007,2.9,Midwest
22397,ND,Grand Forks County,,2008,3.0,Midwest
22398,ND,Grand Forks County,,2009,4.0,Midwest
22399,ND,Grand Forks County,,2010,3.5,Midwest
22400,ND,Grand Forks County,,2011,3.7,Midwest
22401,ND,Grand Forks County,,2012,3.4,Midwest
22402,ND,Grand Forks County,,2013,3.0,Midwest
22403,ND,Grand Forks County,,2014,2.8,Midwest
22404,ND,Grand Forks County,,2015,2.0,Midwest
22405,ND,Grand Forks County,42950.0,2016,2.3,Midwest
22406,ND,Grand Forks County,,2017,2.2,Midwest
22407,ND,Grant County,,2007,3.6,Midwest
22408,ND,Grant County,,2008,4.1,Midwest
22409,ND,Grant County,,2009,4.2,Midwest
22410,ND,Grant County,,2010,3.7,Midwest
22411,ND,Grant County,,2011,3.5,Midwest
22412,ND,Grant County,,2012,3.2,Midwest
22413,ND,Grant County,,2013,2.9,Midwest
22414,ND,Grant County,,2014,2.8,Midwest
22415,ND,Grant County,,2015,3.0,Midwest
22416,ND,Grant County,77733.0,2016,3.0,Midwest
22417,ND,Grant County,,2017,2.9,Midwest
22418,ND,Griggs County,,2007,2.7,Midwest
22419,ND,Griggs County,,2008,2.4,Midwest
22420,ND,Griggs County,,2009,3.3,Midwest
22421,ND,Griggs County,,2010,3.0,Midwest
22422,ND,Griggs County,,2011,3.0,Midwest
22423,ND,Griggs County,,2012,2.7,Midwest
22424,ND,Griggs County,,2013,2.3,Midwest
22425,ND,Griggs County,,2014,2.4,Midwest
22426,ND,Griggs County,,2015,2.0,Midwest
22427,ND,Griggs County,60684.0,2016,2.8,Midwest
22428,ND,Griggs County,,2017,2.9,Midwest
22429,ND,Hettinger County,,2007,4.0,Midwest
22430,ND,Hettinger County,,2008,3.5,Midwest
22431,ND,Hettinger County,,2009,3.7,Midwest
22432,ND,Hettinger County,,2010,3.0,Midwest
22433,ND,Hettinger County,,2011,2.9,Midwest
22434,ND,Hettinger County,,2012,2.7,Midwest
22435,ND,Hettinger County,,2013,2.6,Midwest
22436,ND,Hettinger County,,2014,2.1,Midwest
22437,ND,Hettinger County,,2015,3.0,Midwest
22438,ND,Hettinger County,80072.0,2016,3.0,Midwest
22439,ND,Hettinger County,,2017,1.9,Midwest
22440,ND,Kidder County,,2007,4.8,Midwest
22441,ND,Kidder County,,2008,4.1,Midwest
22442,ND,Kidder County,,2009,4.7,Midwest
22443,ND,Kidder County,,2010,5.3,Midwest
22444,ND,Kidder County,,2011,5.2,Midwest
22445,ND,Kidder County,,2012,5.1,Midwest
22446,ND,Kidder County,,2013,4.7,Midwest
22447,ND,Kidder County,,2014,3.9,Midwest
22448,ND,Kidder County,,2015,4.0,Midwest
22449,ND,Kidder County,65021.0,2016,3.8,Midwest
22450,ND,Kidder County,,2017,3.5,Midwest
22451,ND,LaMoure County,,2007,3.2,Midwest
22452,ND,LaMoure County,,2008,3.3,Midwest
22453,ND,LaMoure County,,2009,4.2,Midwest
22454,ND,LaMoure County,,2010,3.5,Midwest
22455,ND,LaMoure County,,2011,3.0,Midwest
22456,ND,LaMoure County,,2012,2.5,Midwest
22457,ND,LaMoure County,,2013,2.3,Midwest
22458,ND,LaMoure County,,2014,2.4,Midwest
22459,ND,LaMoure County,,2015,3.0,Midwest
22460,ND,LaMoure County,63736.0,2016,2.4,Midwest
22461,ND,LaMoure County,,2017,1.9,Midwest
22462,ND,Logan County,,2007,3.6,Midwest
22463,ND,Logan County,,2008,3.6,Midwest
22464,ND,Logan County,,2009,3.6,Midwest
22465,ND,Logan County,,2010,3.6,Midwest
22466,ND,Logan County,,2011,3.1,Midwest
22467,ND,Logan County,,2012,3.1,Midwest
22468,ND,Logan County,,2013,3.1,Midwest
22469,ND,Logan County,,2014,2.9,Midwest
22470,ND,Logan County,,2015,3.0,Midwest
22471,ND,Logan County,45233.0,2016,3.4,Midwest
22472,ND,Logan County,,2017,2.5,Midwest
22473,ND,McHenry County,,2007,5.0,Midwest
22474,ND,McHenry County,,2008,5.1,Midwest
22475,ND,McHenry County,,2009,5.2,Midwest
22476,ND,McHenry County,,2010,4.8,Midwest
22477,ND,McHenry County,,2011,4.6,Midwest
22478,ND,McHenry County,,2012,4.3,Midwest
22479,ND,McHenry County,,2013,4.2,Midwest
22480,ND,McHenry County,,2014,4.1,Midwest
22481,ND,McHenry County,,2015,4.0,Midwest
22482,ND,McHenry County,65920.0,2016,4.9,Midwest
22483,ND,McHenry County,,2017,4.2,Midwest
22484,ND,McIntosh County,,2007,2.8,Midwest
22485,ND,McIntosh County,,2008,2.9,Midwest
22486,ND,McIntosh County,,2009,3.9,Midwest
22487,ND,McIntosh County,,2010,4.4,Midwest
22488,ND,McIntosh County,,2011,3.7,Midwest
22489,ND,McIntosh County,,2012,3.2,Midwest
22490,ND,McIntosh County,,2013,3.0,Midwest
22491,ND,McIntosh County,,2014,3.0,Midwest
22492,ND,McIntosh County,,2015,3.0,Midwest
22493,ND,McIntosh County,59244.0,2016,3.0,Midwest
22494,ND,McIntosh County,,2017,2.6,Midwest
22495,ND,McKenzie County,,2007,3.1,Midwest
22496,ND,McKenzie County,,2008,2.4,Midwest
22497,ND,McKenzie County,,2009,3.3,Midwest
22498,ND,McKenzie County,,2010,2.2,Midwest
22499,ND,McKenzie County,,2011,1.8,Midwest
22500,ND,McKenzie County,,2012,1.5,Midwest
22501,ND,McKenzie County,,2013,1.5,Midwest
22502,ND,McKenzie County,,2014,1.5,Midwest
22503,ND,McKenzie County,,2015,3.0,Midwest
22504,ND,McKenzie County,44291.0,2016,3.7,Midwest
22505,ND,McKenzie County,,2017,2.5,Midwest
22506,ND,McLean County,,2007,4.6,Midwest
22507,ND,McLean County,,2008,4.5,Midwest
22508,ND,McLean County,,2009,4.7,Midwest
22509,ND,McLean County,,2010,5.0,Midwest
22510,ND,McLean County,,2011,4.7,Midwest
22511,ND,McLean County,,2012,4.4,Midwest
22512,ND,McLean County,,2013,4.2,Midwest
22513,ND,McLean County,,2014,4.0,Midwest
22514,ND,McLean County,,2015,4.0,Midwest
22515,ND,McLean County,51481.0,2016,3.5,Midwest
22516,ND,McLean County,,2017,3.1,Midwest
22517,ND,Mercer County,,2007,4.1,Midwest
22518,ND,Mercer County,,2008,4.6,Midwest
22519,ND,Mercer County,,2009,4.3,Midwest
22520,ND,Mercer County,,2010,5.2,Midwest
22521,ND,Mercer County,,2011,5.4,Midwest
22522,ND,Mercer County,,2012,5.3,Midwest
22523,ND,Mercer County,,2013,4.6,Midwest
22524,ND,Mercer County,,2014,3.9,Midwest
22525,ND,Mercer County,,2015,4.0,Midwest
22526,ND,Mercer County,56550.0,2016,4.4,Midwest
22527,ND,Mercer County,,2017,4.0,Midwest
22528,ND,Morton County,,2007,3.4,Midwest
22529,ND,Morton County,,2008,3.5,Midwest
22530,ND,Morton County,,2009,4.3,Midwest
22531,ND,Morton County,,2010,4.6,Midwest
22532,ND,Morton County,,2011,4.0,Midwest
22533,ND,Morton County,,2012,3.6,Midwest
22534,ND,Morton County,,2013,3.3,Midwest
22535,ND,Morton County,,2014,3.3,Midwest
22536,ND,Morton County,,2015,3.0,Midwest
22537,ND,Morton County,57392.0,2016,3.2,Midwest
22538,ND,Morton County,,2017,3.0,Midwest
22539,ND,Mountrail County,,2007,5.8,Midwest
22540,ND,Mountrail County,,2008,4.2,Midwest
22541,ND,Mountrail County,,2009,3.9,Midwest
22542,ND,Mountrail County,,2010,2.6,Midwest
22543,ND,Mountrail County,,2011,2.2,Midwest
22544,ND,Mountrail County,,2012,1.6,Midwest
22545,ND,Mountrail County,,2013,1.5,Midwest
22546,ND,Mountrail County,,2014,1.3,Midwest
22547,ND,Mountrail County,,2015,2.0,Midwest
22548,ND,Mountrail County,59556.0,2016,3.0,Midwest
22549,ND,Mountrail County,,2017,2.0,Midwest
22550,ND,Nelson County,,2007,4.1,Midwest
22551,ND,Nelson County,,2008,3.3,Midwest
22552,ND,Nelson County,,2009,4.1,Midwest
22553,ND,Nelson County,,2010,4.0,Midwest
22554,ND,Nelson County,,2011,4.3,Midwest
22555,ND,Nelson County,,2012,4.1,Midwest
22556,ND,Nelson County,,2013,4.3,Midwest
22557,ND,Nelson County,,2014,3.8,Midwest
22558,ND,Nelson County,,2015,4.0,Midwest
22559,ND,Nelson County,40595.0,2016,3.4,Midwest
22560,ND,Nelson County,,2017,3.1,Midwest
22561,ND,Oliver County,,2007,4.2,Midwest
22562,ND,Oliver County,,2008,4.5,Midwest
22563,ND,Oliver County,,2009,4.0,Midwest
